review,sentiment
"Post iGate merge, company's policy has been changed. Its like they are always looking for cost cutting in some way or other",0
"1) Good work life balance
2) good work culture, where seniors will help you in the initial days
3) scope for growth within the organization",1
"good ppl around, helpful
good work atmoshphere
Less work pressure
good bus service in mumbai",1
Brand name of the company,1
Best facilities in terms of infrastructure for outdoor activities and good training programs,1
"For freshers in terms of pay it one of the worst Company. They pay 2.4lac per annum. As far as i know this is the only company to pay less than 3lac for freshers.
Sometimes no work life balance.",0
"working culture is good,Good people",1
Ample time for freshers to prepare for higher studies,1
Low annual salary hike given,0
"- Difficult to switch domain
- Management is not so good",0
"Very good infrastructure, good canteen available.
Good transport facility(you have to pay but it is manageable amount",1
good environment to learn and share work experience,1
"Excellent Work Culture
Good Projects
Good Opportunities for freshers",1
Friendly managers and good culture is a hope be at,1
Less Growth interm of of Salary and Promotion,0
"1.XYZ recruits freshers with 3+ package and pays only 16k during training. After training special incentive will be added and pay will be as per the package for 12 months. After 12 months pay will be reduced 16k. The reason we got for this - Special incentive will be given till 1 year(no where it is mentioned in offer letter) and after one year as employee is eligible for appraisal, package will be corrected after appraisal. This is very bad. Funny thing in this is, it is not same for all XYZ freshers. Only for the freshers who are in NON FS bu. 
2. In XYZ, FS bu will act as a different company and non fs bu will act as another company. People in non fs bu will face more problems.",0
Very bad food in canteen,0
"No Onsite, Too much work pressure",0
Work life balance is good,1
I think the company is better for those who come here post a job switch.,0
"1. If you are in Pune, People and Management is Good. 
2. Good work life balance If you get a good project.(but as far as i have seen its been good always)",1
For laterals all are pros except you have to be tagged to project. Any project can do. Even you are doing nothing in project still they are happy to have you so that they can charge the client for your billing.,1
Good place to work . Nice,1
Salary and compensation are not good.,0
"Notice period is more
Not encouraging emerging technolgies
mainly support project",0
"1. Lack of Projects
2. Clients first company
3. Only 1 person for Project bidding, CoE head, Resource manager
4. Distribution of Work is not properly done",0
"Very nice environment for Fresher's, some projects are very good",1
Knowledge base for many new technologies,1
You can good salary package while joining if you can negotiate,1
"Well Integrated , good, nice to work",1
Good clients and good projects,1
"Political Masala much like you are running for elections. 
Loads of groupism and favouritism even up the system ladder. 
A few accounts are terrible with work culture and ethics. 
If you are looking to learn from your Managers and get inspired to be like one some day, this is not the place. 
Mostly are sticking to their seats with retirement plans.
No support system for Freshers or lower associates to help them develop a career of their willingness.
Poor paymasters.

Avoid if you can.",0
Free rooms should be provided to employees,0
"1.  Training is good news challenging
2. Lot of things to learn from people around and seniors
3. Cooperative seniors",1
HR team couldn't retain the contract employees,0
Not good for experienced professionals.,0
Interior location in Gandhinagar Location,0
works sincerely as per guidance given to down stream,0
Good for freshers to start their career in IT. As it is a MNC you may find an opportunity to go onsite.,1
"IJP Policy is not up to the mark at my working Location.
Annual CTC revision is very poor in my project, not sure about other locations and projects",0
"No proper guidance, lack of communication between the senior management and the entry level employees",0
"Nothing that I have come across till date.
So far so good. 
No complaints or concerns.",0
"* Minimum Politics on a day to day basis
* Helpful teammates - encouraged learning 
* Enough time and space to get accustomed to new team
* Great manager (in my case)
* Best Offsite (annual)",1
"Lot of documentation, less technical for some project",0
"While we have been on a journey of transformation, simplification and unification, we still see that some amount of silos still persist.",0
Domain can be changed irrespective to the training,0
"Growth, Scope, flexibility, brand value, opportunities, wide spectrum of talent, plenty of resources, challanging clientele",1
"1. Destroy your career by being dependent
2. Worst company experience",0
"NO project, Worst management , low payscale",0
"As all MNC can be, long working hours, baseless policies ..",0
"Nice work atmosphere, exposure, learnings",1
No cons for management. great atmosphere.,0
"Cant connect to higher management, getting release from a project is difficult",0
"Hikes are less
Nothing else other than this",0
Some projects are really good and you get to learn a lot.,1
Some friends got the skill sets without their interest,0
No promotion n less hike,0
There is lack of standardization as company has grown mostly by way of mergers/acquisitions.,0
Good company to work with and build career.,1
Growth is good but its all depand on you only,1
"manque de rÃ©muniration, manque d'esprit de travaille.",0
"j'ai pratiquÃ© mes compÃ©tences ainsi d'acquÃ©rir autres, au niveau de la programmation avec .net, SqlServer, et javaScript avec ses deux frameworks(Ajax et Jquery)",1
godd company to work n nice building,1
"Less Work Pressure
GoodWork Life Balance",1
"politics at higher level as usual
management teams are not qualified , they don't know the work 
if you are close to the management you will get good ratings regardless of your actual performance
teamlead will give his part of work to his team instead of him doing it himself
no proper workload distribution
when you raise concerns they will harass you because they will think they will be in trouble and their fraudness will get caught 
work place harassment concerns is taken as a joke instead of actually giving justice.
they say every individual will get job promotion after 2 years but it is not true
it totally depends on the management and if they have a grudge against you then they will not promote you",0
"For freshers, no projects for a good career growth. 
Harassing seniors. 
No celebrations for any festival.",0
"Salary constraints
India leadership not focused on building good teams",0
Good company with a great reputation. Flexibility in work only when workload is really high.,1
Work culture same as in Service based companies. Lots of Employee Engagement activities happens.,1
Good work life balance. Employee friendly culture,1
Work environment is nice.I worked for 3 years.supportive staff,1
"Good work environment
Awesome culture",1
"Good Transport facility
Flexible Timings - Depends on Project Environment",1
"Good salary... Project manager are cool person like msd..best place for freshes to work..no stress like other company..
Best company that i never seen in my whole carrier",1
"I've been working here since 2 years 10 months now.
I've nothing good to say about this firm.",1
"1. Work Life Balance
2.  Brand Name",1
Salary could be less compared to other it service based companies in India,0
"Good company, work ethics , Clients are very good",1
"low salary for freshers,  no long time onsite",0
"Learning 
Coperative
Nice place to work",1
"Big campus , good canteen facility",1
Good Projects. Flexi time. Work and social life is balance.,1
No prons as such .Thank You,0
"Steady pace of doing work.
Work life balance is maintained.
Opportunities to learn anything and everything.
Seniors are very helpful and supportive.",1
"Good work culture, challenging opportunities, good stakeholders, growth",1
low salary package for freshers,0
Offers good package when you join,1
salary part & increment is not tht great,0
"Am working as a Quality Assurance Engineer in XYZ for past 5 years. I feel it is a great place to work .
Good projects
Latest Technology Training's
Good work life balance
Lot of entertainment Activities",1
"Relax work 
learning depends on projects

timings are good ..for HSBC client its strict",1
Always be on time to the office,0
good work place to grow technically,1
"During my tenure, I haven't faced any issues.",0
Good Working culture in XYZ,1
None that I can think of,0
"1. HR and RMG team is the worst, they work like government officials.
2. Can be thrown away to any departments irrespective of your domain and interests(especially freshers)
3. Fellow colleague tried to get into JAVA practice from testing practice, RMG and learning partner were about to terminate for this.
4. Very less projects in Pune location and very less for exploring technologies.
5. Not good for freshers, nothing to learn apart prom procedures followed.
6. salary hike is below market standards 2% to 7% mostly
7. Lot of politics in the project
8. Very cheap company in terms of facilities
9. Freshers don't even think to join in pune location your career will some to standstill",0
Freedom to work. We can enjoy with team,1
"Less salary hikes ,less chance to get promote",0
"At present ,as i am in training its a very good platform to learn  and  good place to work.",1
"Lesser hikes.
Pros are only applicable for selective accounts.",0
"increments are medium ,  Middle management is  not helpful",0
Good exposure for fresher. Colleagues are the best part about the company.,1
Few engagements are not good,0
"If you are looking for onsite dont join their LBS Bu as i deals with only local clients.
Don't opt for consulting if you already have any other offer in hand.",0
"Lots of opp to learn
Internal Job movements
Trainings",1
HR Management persons are not so cooperative.,0
"Lot  of  work
Salaries  not  par  with industry",0
"Working with XYZ gives u a great brand name,  it is full of opportunities if u have it in you......",1
All process are very slow. even exit and PF transfer process also,0
"Good onsite opportunities(European countries) if working location is Mumbai...
Lot of projects on Java
Job security for Java Developers.",1
Company Salary band is poor,0
Work life balance is good,1
"No proper guidance, lack of communication between the senior management and the entry level employees",0
"Can't really list out anything as of now.
If it was until one or two years back, it was still a company I'd not think about switching.",1
"Flexible work environment.
One can approach management without hesitation.
Everyone is on First Name basis, so there is No Sir/ Madam hierarchy.
Open and engaging work culture",1
"Igate  people Managers in GE account  who don't know how to manage projects and expects employee to available 24/7 .
Very less package compared to other employers",0
Good company to work with.  There are number of technologies which you can learn and work.,1
"Compensation is poor
Very less hikes in spite of good performances",0
Good work ethics and diverse,1
"1. High employee turnover
2. Middle management needs improvement
3. work life balance not very good",0
"Company is good  to work .
Work life balance .",1
"Excellent COE
Good projects
Work-life balance
Less micro management

Values of XYZ and it's tag line really love upto the name.",1
"work-life balance.
Canteen food is better than most places(Airoli CKP office)
Nice colleagues.",1
3 montha notice period is there in this company,0
The very best reason is the company works on the project so effectively and efficiently and it helps every developer to learn more things and build up their skills,1
salry is not up to mark,0
"- Good onsite opportunities (depends on project)
- Work life balance
- You will be appreciated if you perform well (again depends on the team you belong to)",1
"Depends upon project and client.
One of my experience is positive due to below reasons:
1. Needed WFH due to some personal reasons, on most frequent basis, which was given as needed.
2. Leave policies are in favor.
3. They hear your voice if you have something unusual and innovative
4. Excellent work-life balance (Completely project dependent)
5. Food is average.
6. Excellent medical initiatives like blood donation, stem cell donation etc.",1
Many policies needs to be changed,0
Please allow employees to switch the project time to time,0
"Poor policies 
Poor management
No extra perks
Forget about good hikes
HRs are pathetic and liar",0
"No team work, no team management, no coordination with the team , without any help they want you to learn new technology. I was unhappy with my team as well as project",0
Increments Not good. WFH not allowed,0
"11 hours work, only 3 holidays a year, Shift bonuses are low,  5-7% yearly increament",0
I will challenge to work new things every second and working hour for employees is better from other companies compared to other.,0
Management and HR is worst,0
Less onsite opportunity for the employee,0
"1) Hike is less even if u perform exceptionally well.
2) Paid Cabs
3) HR policy not favorable for employees",0
"Poor Clients, Management, Salary, Hike
3 months strict notice period",0
No Pros experienced so far.,1
Good work environment and management.,1
Best work - life balance. Reasonableâ€‹ salary hike.  Cordial and professional environment.,1
"Nice to learn, superb to work",0
"Low job security
low salary, no work life balance, internal politics , firing people every year better not be on bench or get fired and even if you are a fresher ""its your responsibility to get a project"" and not seniors or management. poor senior technical people",0
Some policies are really old and it is getting more and more like TCS/Wipro/Infy,0
"waste resource management, managers sucks, no hike, 9.5 working hours, no projects, no transport even for shift project, firing may happen at anytime, totally  company sucks",0
"Good opportunities to learn, Best team and culture",1
Because of BU structure people are not getting opportunity to learn emerging technology though they have trained on the same. Company need to be more flexible in this particular area.,0
Increment is not good. Hike is very less every year,0
To provide more career opportunities,0
"Some accounts are good. Working environment is decent depending on project,",1
It has only brand name,1
no pros all are cons,1
"working at client, no connection with company.",0
not employee friendly.  Rmg and people partner are not professional.,0
"Good work-life balance.
Good work culture.",1
"Employee Satisfaction
Environment
No Pressure for Work
Many facilities",1
always trusts employee and gives ample of time on each work assigned to individuals,1
"Very low hike, Very less facilities to employees, Not good for fresher, lack of innovation, still using old rating systems",0
"Good learning place for Freshers...
Supports multi dimensional Cross Skilling",1
Pay slightly less for freshers.,0
"HR absent, Complex too much red tape, reporting structure quite strang",0
"After Merger with IGATE, there are lot of changes, Hike percentage goes down to much low level.",0
"Work life balance, timings and personal space, i cant think of any more pros to write.. need to fill up words",1
Work Environment is not that good.,0
Nothing will be perceived as good when one finds an extreme cons,1
"Less onsite oppurtunities.
Projects with newer technologies are less",0
"Good work life balance
Friendly environment",1
"- Good Work Environment
- Work Life Balance
- Respect at Work
- Compensation compared to Indian IT service companies",1
"Lot of Pressure Work, Lack Of Opportunity,",0
"Challenging work, Good Tech support team",1
If you are in LBS unit they will send you in client location,0
don't work for HSBC project. no growth,0
Pay package is not according to market standards,0
Nothing good to mention from management to infrastructure.,1
No management. Pressure directly falls on engineer. No night cabs in several projects. Forced to work for extended hours daily and weekends several times a month. Poor HR policies.,0
Policies are designed in such a way that favors only Managers. We call it here Manager centric organization. HR are hard to reach. RMG team never supports you. Facilities are below average.,0
Not enough projects to place in at onsite after a project is completed. US management is not so efficient to place folks in project in bench. Not much utilisation of H1B's at offshore.,0
"Good working environment
Excellent growth
Flexibility in job
Good timings",1
"Poor training facility..and unstructured L&K department
Transparency in recognition and opportunities facilitation",0
"No Hikes, No job security, Chances of relocating, No encouragement to the Transfers",0
very less hike and irritating timing hours,0
Hike is very poor and the benefits have been reduced to almost nil.,0
You have opportunity to learn,1
"Good work life balance,flexible timing",1
"No ethics 
Company will treat you as slave
Managers and above only know how to play politics",0
Not employee friendly. Poor compensation and benefits.,0
work-life balance can be better and transparency can be worked upon.,0
"I was working in XYZ for last 3years and recetly switched to Accenture.For this 3years I have worked for two different projects.My overall experience is quite good.If you are sincere , you'll get good exposure.But every thing depends upon project to project.The main backlog is the poor salary structure.Quite flexible for women employees.",1
"1. Very less pay
2. 3 months Non negotiable Notice period",0
"* Management is not Good.
* Employees target other employees so to increase their brownie points.
* Remuneration is not competent enough.",0
"Work culture, not much projects, bad teams with no team spirit",0
every thing is good apart from HR policies.,1
Very poor management & work environment. It feels everyone to leave the company soon under pressured environment.,0
"- Pay is less as compared to the market
- Need to clock in 9.5 hours compulsorily
- Mumbai offices is located in either Vikhroli or Airoli. Not convenient for people living in the western.",0
tasks get repetitive and boring after a while needed a change,0
HR needs lot of improvement,0
"i was not able to change the domain. One has to remain in the same domain...rarely i heard that people are allowed to change their domain, even after 2-3 years spending in the same domain.",0
work life balance.,1
Very good appraisal process..cool work life balance..awesome onsite opportunities..,1
"Poor pay , very poor management",0
1. Relocations are not easy to get.,0
okay place to work at you can work.,1
"Very good company .
even good name outside",1
"1. less onsite opportunities
2. no flexible time
3. need to do lot of improvement support projects
4. no more cons",0
None that I can think of,1
"Gets to work on new technologies.
Supportive teams.
Good for career growth.",1
"I want to share my experience with XYZ with you all, The reason this is so long is because i don't this to happen with any one else, my cons review might be Lengthy .but, it's true to its core as I had personally gone through all of that :-
  
            It all started when my One on one meeting for appraiser cycle did't happened. I remember exactly that there were few of the team members who were close to manager, there rating was disclosed to them and the were getting double promotion. like many other employee i asked for the 1 on 1 till last day of rating cycle, but i was shut saying ""tomorrow we will take"".
            After rating came i told this to my senior manager and the HR about this but no response.Hr told just ask then regularly regarding this i can't do anything!!

             Later after lots of requests my meeting took place, In that meeting the manager was very aggressive and rude while talking,  like i was a criminal. Even after delivering all the projects on time and getting appreciation by the client themselves. 
    His one sentence that i still remember is ""I don't want to here your grand father story""
which he shouted loudly in a very rude manner.Who talks to there employee like this??
              Ever since then i was the target of them, They tried each and everything they could to make me quite.
 I want to share few of the incidents that took after that day:-
1)I had applied the leaves earlier and it got approved. when i came back i saw many mails stating that ,i took leaves  without permission and the project is in bad shape and its totally my fault!! In mail CC all the higher managers were there.

2)I showed them the mails that here the proof of my leaves approved by my supervisor, bt again i was shut in a rude manner.Againg i went to HR and asked for help but she did nothing.

3)Later when i was sick the manager fill my timesheets and marked all week absent even i had worked on that day!! Seriously who does that.??

4)I was put in 3 projects at the same time one morning shift, one normal shift and night shift, When i told my manager i can work 24 hrs he again shouted, I told HR again no help.

5)Then one day the biggest incident happens, I was sick and could't attend to office.
 MY MANAGER SEND EMPLOYEES TO MY ROOM TO CHECK IF I AM THERE OR NOT!!
      You may thing that's funny but believe me it was not, I was having worst experience of my life, I was in continuous mental pressure,I even asked for release from that project, i asked for transfer but no help,I asked for help to hr i discussed everything to them i was continuously ignored. 
    The incident does't stop there, even all my friends knew what was happening with me,Few of them advise to keep each and everything in mails and that i did.
later when these things keep on happening i decided to left the job and believe me it was not over yet. 
   when you leave company theirs a column of ""REASON"" of leaving, I did't wanted this to happen with anyone else so i mentioned the actual reason. That was the day when things get worst the managers were so aggressive to take revenge that they were blaming me for everything.
         Now the day come when HR called for meeting, She told me that only you me and your manager will be there and we will discuss your concerns. I agreed for the meeting.
         The meeting started at 3 pm and guess what there were 6 MEMBERS AND I WAS ALONE. They were firing there false allegations on me and the HR was just one of them, I explained each and every thing to them but still no one believed. when i told i have proof of everything that i am saying then they all started shouting so that i will stop speaking.Few of then created stories of there own!!
        I told several time to the that i am not comfortable with so many people ,If you want to talk just tak one after another,But again i was shut!!I was already in the worst mental state and the did't care. 
        The meeting took place for 7 Hours!! without any break...I was numb and exhausted. 
       I did't knew what to do i want to leave this company asap coz it was killing me,It was worst phase of my life.I even thought of leaving without serving notice period but could do that coz experience letter.
       I went to XYZ HR India head, they removed me from that project while i was serving notice period.But no help in what happened with me.
       last day i send a mail to all the seniors management describing each and ever thing that happened with me so that no one else had to go through that again. 
      i attached all the proofs that i had in a mail and send to them,  when i left the job after 1 month i got a mail from HR head that i did't provide any proofs!!
As a reply i send them 7 HOUR OF AUDIO RECORDING OF THE MEETING CONDUCTED!! and asked never to contact me again.
  
  Guys i just want you all now to suffer what i had gone through.

 This company has worst managers that you can ever imagine

Note : Keep all the things like - appraisers, Good , Bad etc in mails.",0
Employer centric company and not employee centric.,0
Good hike wen joining,1
"trainings, big company benefits, regular activities, work life balance",1
Remuneration is not up to the Mark as per Market,0
"Plenty of Pros :
Good HR Policy ( i would say it was before Igate Merger)
Good Projects and environment
One of best transport service in Mumbai",1
Freshers are not getting the salary they were supposed to get.,0
Good career growth lots of process,1
"If you are passionate about learning and adapting new technologies, then its a good place.",1
"Competitive Edge
Good place to work for Freshers
Secure for ladies
Fair cafeteria
fair campus",1
"work life balance, flexible work culture,",1
Good work and proper and healthy lifestyle,1
Good work work culture and colligues,1
Good management and Good pay,1
"Worst management
Dress code policy
Processes are wierd",0
No cons as such..overall a good place to work,0
"you go to bench if no project.
you have so many option
can ask for relocation as they have lots of branches in all the parts of india or outside.
Good for woman or girsl.
life balance is there",1
"Leadership is biased, No value for tenured resources",0
"No Peer Pressure
Highly Professional Environment
Great Extra Curricular Activities for relaxation 
Onsite opportunities",1
"Less Work, Healthy environment, International opportunities,",1
"Good work environment
Managers are nice to work",1
"1) Best work life balance
2) Good scope to grow
3) Best company for above 10 years experience",1
"Noh fun , no other benefits other than your take home pay, no proper roadmap for your career paths , no outing no wfh",0
9 and 1/2 hours should be there in office.,0
"1.Good growth
2.Friendly environment
3.Very professional.
4. Can gain good knowledge.
5. Good facilities",1
"Good client base, Respect Human rights",1
"If you are in LBS, you get to work from client locations where life is much better.
Free access to pluralsight learning portal.",1
technologically lagging when compared with peers,0
"- Flexibility with regard to work location
- Good start for freshers, will be able to learn new technologies.
- Extensive online training and certifications available.",1
Best industry to work. Professional growth.,1
"Everything else. No work life balance, bad managment. Malfunction PIP process. Worst salary structure. there 100s of Cons. Join and experience if you want. No one care about you it is the worst company if you are a sr. member. For freshers this is the best place to work.",0
Work culture is motivating in XYZ,1
"1st and Most important thing if u get released from an project, don't have any job security, So called placement team RMZ ...do not have any Manners to deal with professionals and all the team has very bad behavior, there way of dealing with bench  team is very Rude and Unethical.
PMO managers are too worst in dealing with Client Spoke Managers, which cause functional team getting release from the clients.",0
"Big Campus
Competency team focus on freshers
Few of says they get maximum of their variables",1
"Nice Compensations.
Nice management
Good Environment",1
"Job security
Global exposure
Multiple projects (if lucky, you can get onsite overseas)",1
Sometimes burden employees with too much of work,0
Management is not working at its pace,0
"Just don't join here. You have much better options. Even when they re skill experienced resources, freshers do it with their limited scope of knowledge and they don't provide with any training whatsoever",0
NO CONS to discuss for the moment,0
"Pay is good
good management
Lot of onsite opportunities
Work Life balance is good in most of projects",1
"Good infrastructure and facilities.
Salary on time.",1
"Middle Level Management is not so great
Slow Growth",0
Balance work life. Good projects,1
good oppurtunity for IT people,1
Good start for freshers and salary hikes for 3 years.,1
"worst appraisal , 3% to 5% increment for best performers, Poor practice team for Analytics, very less cross trainings",0
"Nice infra, Fair politics, food",1
"It has one of the best training and learning departments in all of the IT sectors.It has a lot of dynamic projects ,lot of onsite opportunities and also the people are very trained and professional in their work.Also there are a lot of fun activities going on. Very amicable atmosphere in the company.",1
Employee Related policy are not good,0
Laid back attitude at times irritates,0
"Good people
Good work culture
Good place to work",1
"Full secured and safety for woman employees.
The way to treating very friendly to employees.
The best to who want to update their career.",1
Lots to learn from the organization & colleagues. Great culture.,1
"Clearly money minded, no benefits less salary with full work. Trained for selenium but given manual testing. ðŸ¤",0
*Good people to work with,1
"Prime de fin d'annÃ©e intÃ©ressante, projets intÃ©ressants pour la plupart, standards de travail assez Ã©levÃ©s et formateurs.",1
Bench period may be longer for some,0
Provides rotation across roles and provides exposure to the different faucets of programs,1
"Low salary, no team spirit",0
Till  now not identified any cons,0
"time, dress, almost negligible salary hikes",0
Work life balance is good. Fixed timings,1
"Great Work culture. Has various business units like Financial Services Business Unit,  Technology Services Business Unit, Organizational Business unit. Good recognition",1
Freshers find it hard to get tagged to any project.They are forced often to change their area of specialization. Managers are averse to change in technology and give more importance to brainless work than automation.Managers pretty often lack technical acumen to judge an innovation which could simplify a technical design.Sycophancy is more important than technical depth for a good apprisal.,0
Depends on the team you are working to increase your scope of knowledge,1
A great company to work with.  Good work/life balance. Takes care of employees and provides good facilities. You will get chance to work almost on every technology. They try to adopt new technologies emerging in market.,1
changing project is big pain... management only cares about billing,0
Too many Managers on few esources,0
Poor management. Worst structure based. Politics.,0
"Good training platform: Plenty of new technologies you will be given to explore
Learn Global best-practices, self-development
Work life balance",1
"It is global company with global projects around the world - US, EUROPE, ASIA.",1
"Good management..
Good policies.
Paid variable pay 100%.
Good learning scope.
Encouragement from management to involve automation process",1
better place to share professional things,1
"Bad salary, no social activities, too much working hours, increment is not that good and managers are not that supportive",0
"nothing to say, you can go for it confidentially",0
"completely depends on the project and your manager, but more paternity and maternity leave should be given.",0
Good if we have a better hike here,0
Good place to work...Work from home option .,1
"less salary
worst training process
they will recruit as software engineer but you will end up working in IMS(tech support)
they dont care to their employee.
bond of 2 year in CTC of 2.4lpa.
join only if you have not any other option.",0
Too  much manager centric,0
"IGATE MID LEVEL EMPLOYEES BENEFITS ARE REDUCED. FOR E.G.
Company owned Car Scheme removed. No adjustment in salary
Timing increased. No adjustment in salary
Food coupons reduced as per new policy. No adjustment in salary
Leaves reduced. No adjustment in salary.",0
For freshers it is among worse companies out there.Since the policies keeps changing every now and then. They will give any reason possible and throw your doubts in garbage. Regarding pay it is loss of Experience to stay longer as first job. There is nothing for freshers here.,0
Long working works. Less work-life balance. Infrastructure is good but it needs a bit of improvement because after the cyclone the company hasn't taken steps to renovate the damaged areas.,0
Didnot find any Cons yet since 2.11yrs,0
Worst politics and worst managers in UK region.,0
Good environment and good people. But depends on project to project.Rarely if you get good project you can grow.or you will be stuck.,1
"Good culture,Helping Professionals,Work Life Balance",1
"No work life balance
No proper reward and recognition",0
Less hike in salary and same project,0
"Not employee oriented.  Less project. projects are dependent on transport availability/ poor transport system.. POOR APPRAISAL. LESS THEN 3 % ANNUALLY. . no growth opportunity.
pick up point for Bus are almost 5 km far. worst food quality.
High attrition HR is least bothered . 
pressure because of attrition, no hiring.",0
You get much exposure to take many technical challenges and individual responsibilities,1
"very good, salary good, work culture excellent",1
Salary is way less compared to other equivalent companies,0
Onsite opportunity depends on project to project.,0
"high workload and pressure, not cooperative",0
no technical and financial growth.,0
"Good working culture, good compensation and benefits",1
"Brand name and Recognition
Good Scope for learning, specially for freshers",1
They donot care for employee if there is no project they will ask you for leave the company even do not wait for another opportunity on bence,0
"Too much office politics hampers the work environment..
resources loaded with multiple projects so working on weekends is the norm...
poor pay and ridiculous appraisal",0
Good Company to work with.,1
"cab facility is poor
no proper hike
Sogeti is putting many exams as mandatory even if you are in projects",0
"Changed Policies is not employee friendly.
Very hard for work life balance.
After the new indian MNC acquisition, imposing their indian mentality policies at work force.
Most of the Middle layer work force like Managers are least deserving.",0
"Organization doesn't have much projects.
Mainly support and testing projects",0
"Good learning platforms, I don't think anything else",1
low salary scale so i recoomend dont work,0
"mandatory 9.5 hrs, which has started from Jan-17.",0
"Highly Political atmosphere. At times SR. Management is prone to using foul language. 
Growth is limited to being in good books of your boss and not necessarily on your performance.
Limited quality work.",0
"Less hike percentage, work from office",0
Less learning is quite slow,0
Freedom to work and learn things,1
"Excellent structure and payout, good managers and good ethics, Good work environment.",1
Nothing as such to be given as cons,0
"Uselessly long hours to conform when you are in project.
Management is poor, nothing great project-resource allocation.
It's completely Marathi dominated. They get promotion with their sycophancy.
It's a government job in private sector, if you want to chill after a certain time.
No motivation to work.",0
Good Career growth and opportunity,1
"Low increment recently, high attrition, limited on-site opportunity, high cost cutting started, no employee perquisites",0
"Stringent timings, Average infrastructure, Average growth",0
"Low salary hikes, cheep politics",0
"good environment to work.
Good people",1
Got a good opportunity with a major client,1
"work pressure less, process oriented",1
"Good Salary 
Nice work culture
Lot's of Onsite Opportunities",1
No Stress at work place,1
"Good working culture , good working style...best opportunist to learn new things",1
"Former Kanbay, massive politics, it works if you are within the group. Hard work, good work has no value if you are not within the group. Former Kanbay Managers got promoted in a hurry when XYZ took over  Kanbay. As a result they were not good enough and always rely on with their own set of people.",0
"Affects work life balance
Non technical managers and pathetic Project management skills",0
"Salary is very less
Hikes are very low
Poor Work Life Balance
Cant sense any HR presence in the Organization
Work Environment",0
flexible work based on project,1
"You will be sent to different client locations once your current project completes, you need to keep your home accordingly.",0
*None that i know of.,0
Compensation and hike is good because the compensation team doesnt know anything about COmpensation,1
Lots of projects to work for.,1
"Doesn't pay as per industry standa
rds. Lengthy recruitment process,",0
"Lack of Projects, not challenging work, poor management.............................",0
"Less salary hike, less compensation.",0
Nothing great. Its ok work or culture wise.,1
"- Maintaining excel sheets so that your management have a track of you.
- Sometimes the only thing they care about is client billing.
-  Your client will always have an upper hand and you need to work as per their mindset.
- Focuses more on your att",0
not uniform policy for Growth.,0
not worth working in this company as manager as backstabbers,0
its not just evolved to the level of MNC,0
"Good culture and values
Well nothing I can think of
Work life balance is there if you are placed in certain projects
Overall if you want to settle , good company",1
None to think of since it depends how good employee works,0
"Not good environment to work on, policies are not employee friendly and no work life balance",0
"Variable pay , 2 times hike if we performed well",1
Less opportunities & Pay and Benefits,0
"Nice Campus 
Many internal project openings , so that you can switch your projects",1
"1.Very bad work culture
2.yearly hike 1.5% even after appropriation from client.
3.work quality is very poor and senior ma nagment are useless
4.Senior managment use Hr to make pressure on employee to make work done.
5.Transport facility is very poor .They will  not even respond properly.

Do not join there",0
"Major shift to airoli location from vikhroli
Salary growth not as per industry standards.
Merger with Igate lead to major position changes.",0
"- High Level Politics
- No one cares about your growth",0
Bad facilities such as transport,0
"Learned a lot, euro culture, team and all colleagues were great. pretty hands off management. impressive educations and can learn much from colleagues",1
"Manager Owns You
Billability Matters",0
"later on after 2 years , salary structure is too worst",0
"Lot of opportunites to learn. 
Collegues are supportive and helpful.",1
"Negligible hike, no transport, no recognition",0
i have worked since 2 years...its good company to prove our knowledge,1
Not very good very salary increase,0
Good work Ethics and supports in getting project within the BU,1
"-Focus on Experience rather than core Skill
-Lack of Employement Growth Opportunity",0
Nothing that I can think of,0
"I have worked for XYZ for 3.8 years. XYZ provides all the opportunities to explore and excel new professional avenues.
Good work/Life balance: Flexible timings and work from home option, really helped me thrive.
Always had a chance to advance: Environment could be competitive but there were a lot of opportunities.
Great management: Project Managers and Senior Managers were all supportive.",1
"Relaxed work culture, Good Location, Professional, Good scope of growth",1
"1. Salary hikes are not good
2. No Work life balance (9.5 hrs per day)",0
work culture is not so good,0
"Depends on your project you get to work in, if good then your growth will be good",1
"less salary, there is no market correction",0
"provides lot of opportunities to explore new things in carrier.
good place to work.",1
"Well growth, coordinating, fun,geting chance to explore",1
A lot of opportunities to learn and explore.,1
"After completion  of fresher learning program,we got a really good project",1
"Worse Management. They think they were/are the owner of the company and treats others in pathetic way. They are just like ""Preaching without Practicing.""",0
"Great exposure 
Good work culture",1
Dont want to sit idle or unemployed,1
good package hikes while joining otherwise nothing great,1
Salary hike is very less in comparison to other companies.,0
Nice Work Culture in the organization,1
Does not compensate the employees well as per the industry in india.,0
No Proper Resource management or utlisation.,0
"Good Environment, Depth in Work, Oppotuinities",1
"XYZ is a good company to work with.
Again , it all depends on kind of project and people around you work with. 
Overall I am satisfied.",1
"Amazing training, amazing locations , good facilities and helpful mentors and colleagues",1
No growth. Lot of politics. Marathi managment giving preference to Marathi people. Even non deserving people have become manager through favoritism. Salary hike is pathetic every year. avg hike is less than market.,0
9.5 hrs of working time and salary hike is minimal. Normalization of salary for existing employees is just on the air,0
"Less Workload.
Experience Candidates can get good salary but don't expect to be of learning here (especially for freshers) .
Pune Campus is fine.",1
"Lot of politics in the project
Very cheap company in terms of facilities",0
